"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"11518","Mindtree Ltd","Active","C1376","08/19/2020 00:00:00","248 Block B 5W Dubai Airport Freezone  Dubai 293858","AE","mathew.thomas@mindtree.com","97142602400","100073818500003"
"11519","ARABIAN FURNITURE AND DECOR CO LLC","Active","521547","09/29/2021 00:00:00","OUD MEITHA UM HURRAIR ROAD AL MUKHAWI BUILDING UM HURRAIR ROAD AL MUKHAWI BUILDING DUBAI 33213","AE","arabian@arcodxb.ae","971443709000","100245463300003"
"11520","National Takaful Company (Watania) PJSC","Active","CN-1238666","08/23/2017 00:00:00","4th Floor Al Jazira Football Stadium Tower Block A  Abu Dhabi 6457","AE","balbasra@gulfhealth.ae","9715520914",""
"11521","NGT Technology LLC","Active","687235","04/17/2022 00:00:00","Bur Dubai Mustafawi Business Center 705  Dubai 128223","AE","d.alwa@ngt-tech.com","97143517443","100338796400003"
"11522","PRICEWATERHOUSE COOPERS","Active","102451","01/14/2020 00:00:00","PricewaterhouseCoopers Dubai Branch Emaar Square Building 4  Dubai 11987","AE","noor.alnuaimi@pwc.com","97156682056","100037041900003"
"11523","Inplenion Consulting MEA FZ LLC","Active","17921","06/12/2017 00:00:00","dic 17 office 254 dic 17 office 254 dubai 501707","AE","benoit.rochegude@inplenion.com","97144408962",""
"11525","ShiftIN Administrative Consultancy LLC","Active","CN-1199315","05/29/2018 00:00:00","Level 4 Building B. Al Mamoura  Abu Dhabi 502665","AE","mroy@shiftINpartners.com","971544640231","100073758300003"
"11526","Japan External Trade organization","Active","107760","10/07/2017 00:00:00","Ark Mori Building 12-32 Akasaka 1-Chome Minato-ku 107-6006","JP","books@jetro.go.jp","8133582-3518",""
"11528","Al Fajer Facilities Management LLC","Active","127716","06/03/2019 00:00:00","Al Quoz Industrial 3  Dubai 122204","AE","info@alfajerfm.com","97143412000","100284283700003"
"11529","Prime Air Conditioning Industries LLC","Active","519868","07/31/2017 00:00:00","DubaiDIP-2  Dubai 76345","AE","jinsraj@primeaircon.com","97148856861",""
"11531","Leading Concepts","Active","514562","10/04/2020 00:00:00","Burj Al Salam Pinnacle Tower Office #611 Trade Center  Dubai 103731","AE","amerchant@leading-concepts.com","97143754444","100352475600003"
"11532","Green Method Enterprises FZC","Active","06150","12/08/2016 00:00:00","Y1-12 SAIF Zone Y1-12 SAIF Zone Sharjah 9618","AE","m.gopinath@greenmethod.net","971665578864",""
"11533","Nielsen","Active","27600","01/23/2020 00:00:00","level 3 Al Reem Plaza Buheira Al Corniche  Sharjah 22525","AE","Hajer.doghri@nielsen.com","971065174333","100240989200003"
"11534","SmartWorld","Active","1057","10/09/2022 00:00:00","1st Floor- Building B Dubai South Dubai Logistics CityP.O.Box: 644282 Dubai United Arab Emirates  Dubai 644282","AE","sales@smartworld.com","97148141436","100339618900003"
"11535","Weber Shandwick FZ LLC","Active","92474","05/28/2017 00:00:00","MCN Hive 4th Floor Barsha Heights Section-C  Dubai 50197","AE","ffernandes@webershandwick.com","97144454222",""
"11536","ISPIM","Active","5243278","12/31/2036 00:00:00","41 Amberhill Way  Worsley 18","GB","membership@ispim.org","447713261006",""
"11538","Satori Video Production","Active","652987","04/24/2017 00:00:00","Al Warsan Tower in Barsha Heights  Dubai 122498","AE","kimi@satori.ae","971971561295077",""
"11542","'Geoskope, LLC'","Active","201230510336","12/31/2026 00:00:00","1111 S. Grand Ave.#906  Los Angeles 90015","US","julian@geoskope.org","18188182376861",""
"11543","Superbrands","Active","125219","10/26/2020 00:00:00","Burjuman Business Tower - 18th Flr. Office#1830 Bur Dubai  Dubai 28154","AE","info@superbrandsmena.com","971045096729","100323912400003"
"11544","P&T Architects and Engineers LTD","Active","561767","09/26/2021 00:00:00","510 Block B Al Hudaiba Awards Building Mina Rashid Jumeirah 1 Road Dubai Dubai 112025","AE","info@ptdubai.ae","97143586803","100308752300003"
"11545","DHL EXPRESS PVT.LTD","Active","527551","07/01/2017 00:00:00","DHL Worldwide Express Dubai LLC Nad Al Sheba 1 Meydan Dubai 6252","AE","Billing-Query.AE@dhl.com","97142995333","100255554600003"
"11546","Solas Marine Services Co LLC","Active","124509","05/09/2017 00:00:00","Sobha Ivory II Business Bay Dubai - UAE  Dubai 25445","AE","info@solasmarine.com","971042791300",""
"11547","iSocial Marketing Management","Active","767456","10/04/2017 00:00:00","Business Bay  Dubai 124584","AE","info@isocialuae.com","97144462050",""
"11549","Grand Elysian Flower Boutique","Active","731267","04/05/2017 00:00:00","M3 DAFZ Square Dubai Airport FreeZone  Dubai 54461","AE","info@grandelysian.com","971506104488",""
"115501","MX Media Group","Active","5188637400003167","03/04/2021 00:00:00","Rooms 05-15 13A/F South Tower World Finance Centre Harbour City 17 Canton Road Tsim Sha Tsui  Hong Kong  Hong Kong 000000","HK","pooja.ramchandani@mxmedia.com.hk","85230732008",""
"115502","Speed Bird Technical Works LLC","Active","622627","02/28/2022 00:00:00","Al Owais Building Room 202 Deira  Dubai 185882","AE","rolina@sbtdb.ae","97142940644","100368206700003"
"115503","Strategic Marketing Management Exhibitions & Conference Organizers","Active","540477","12/21/2016 00:00:00","908 Apricot Tower Silicon Oasis  Dubai 10161","AE","himadri@strategic.ae","97143923232",""
"115507","Right Choice General Trading","Active","CN-1098380","04/01/2022 00:00:00","OFFICE-103 M-1 FLOOR AL OTAIBA TOWER PO BOX 107631 Abu Dhabi 107631","AE","md@rcg.ae","971026279300","100204686800003"
"115508","Advertising Designing & Producing","Active","730449","03/03/2017 00:00:00","Dubai Investment Park 1 Warehouse no.2 Dubai UAE  Dubai 660414","AE","info@madmedia.ae","971043886089",""
"115509","Boston Management Consulting International FZ-LLC","Active","823403","01/12/2022 00:00:00","Knowledge Village Block 2 B Office F25  Dubai 500724","AE","info@bostonmc.com","97144356074",""
"115512","Livingroom Communication DMCC","Active","JLT-65688","08/24/2017 00:00:00","Office 8-J AU-Gold TowerJLT  Dubai 390439","AE","finance@me-livingroom.com","97144279626",""
"115513","Tablix Technology LLC","Active","587235","10/18/2021 00:00:00","907 Le Solarium Dubai Silicon Oasis P.O.BOX 116199 Dubai - UAE  Dubai 116199","AE","gopu@tablix.ae","97143208450","100000859700003"
"115514","Protech Trading FZE","Active","12542","06/11/2017 00:00:00","E Office Building o. E-40 F -16  sharjah 51580","AE","jubilprotech@gmail.com","971568287978",""
"115518","Madenat Al Nokhba Recycling services LLC","Active","742626","09/17/2017 00:00:00","Al Qaseer warehouse no.12 Ras al Khor Indl Area 2 Dubai 128940","AE","info@madenat.ae","971043271778",""
"115519","EUROCLIMA MIDDLE EAST CENTRAL AIR CONDITIONING EQUIPMENT MANUFACTURING LLC","Active","753444","02/28/2021 00:00:00","DUBAI INVESTMENT PARK-1  DUBAI 119870","AE","vasanth@euroclima.com","97148024000","100364482800003"
"115524","Century Mechanical Systems Factory LLC","Active","301333","04/08/2022 00:00:00","Al Quoz Industrial Area 4  City 60270","AE","sales.airfilters@cmsglobal.com","971043474858","100390968400003"
"115537","OOH","Active","710352","05/18/2022 00:00:00","Store No.1 Amman Street Al Qusais Industrial Area3 Store No.1 Amman Street Al Qusais Industrial Area3 Dubai 232288","AE","info@oohint.com","97142593393","100351853500003"
"115538","FURNITURE RESORT LEATHER AND SIMILAR PRODUCTS REPAIRING","Active","704746","02/02/2021 00:00:00","WareHouse# 54 Shk Saeed Al Maktoum Complex Jebel Ali Industrial Area 1 WareHouse# 12 Al Qouz 3 sheik zayed road Dubai. U.A.E DUBAI 392850","AE","belal@furnitureresort.ae","97143253222","100363385400003"
"115539","Flipside Corporation ME LLC","Active","555533","04/02/2022 00:00:00","Industrial 3#36 Al Habtoor  WarehouseNear Zuleikah  HospitalDubai  UAEP.O. Box: 239393  Dubai 239393","AE","info@flipsideme.com","97142585932","100221094400003"
"115541","InfoFort","Active","130567","06/08/2022 00:00:00","JAFZA South InfoFort royal facility near DHL Information Fort LLC Dubai 54077","AE","ifdleads@infofort.com","971600540041","100009174200003"
"115542","OCO","Active","NI045268","11/03/2026 00:00:00","OCO Global Limited6 Citylink Business Park  Belfast BT124HB","GB","joachim.arnold@ocoglobal.com","442890241849",""
"115543","InterContinental Dubai Festival City","Active","579716","11/06/2016 00:00:00","Al rebat street PO Box 45777 Dubai 45777","AE","reservation.dfc@ihg.com","97147011111",""
"115545","Al Fares International Tents","Active","741667","09/02/2021 00:00:00","Dubai Industrial City  Dubai 929088","AE","info@alfaresintl.com","97143444912","100027106200003"
"115546","AL WASL CATERING SERVICES LLC","Active","612030","06/02/2017 00:00:00","Al Aweer Near Nissan Service Center Ras Al Khor Industrial Area 1 Dubai 34218","AE","alwaslcs@eim.ae","97143332302",""
"115547","Pico International LLC","Active","67185","01/06/2022 00:00:00","Mazaya Business Ave. JLT Bldg AA1 12F Mazaya Business Ave. JLT Bldg AA1 12F Dubai 37679","AE","mary.rose@pico.com","97144204028","100254172800003"
"115548","ART PRO ADVERTISING LLC","Active","627617","07/28/2017 00:00:00","Warehouse #1 Al Khabeesi RoadNext to Pathan restaurant Behind Western Auto service centre Dubai 643934","AE","jaxon@artproadvertising.com","97142888712",""
"115549","Silver Falcon General Trading L.L.C","Active","732333","04/20/2022 00:00:00","Dubai  Dubai 24770","AE","mustafa.malik@silverfalcon.ae","971505570101","100340430600003"
"115550","Australian Business Council Dubai","Active","BC 233819","06/28/2022 00:00:00","Australian Business Council Dubai Knowledge Village UOWD  Block 5 Ground Floor  Dubai P.O. Box","AE","manager@abcduae.com","97143678640","100033215300003"
"115551","Conway Advisory GmbH","Active","HRB147060B","11/30/2026 00:00:00","Französische Str. 14  Berlin 10117","DE","advisory@conway.com","493025565009",""
"115552","VRS TECHNOLOGIES","Active","628495","08/22/2017 00:00:00","DUBAI  DUBAI 24026","AE","vidya@vrstechdxb.com","97143866012","100029167200003"
"115553","Falcon Survey Engineering Consultants","Active","739244","07/28/2022 00:00:00","Suite #209 2nd Floor Apricot TowerP.O. Box : 238544 Dubai Silicon OasisDubai - United Arab Emirates #209 2nd Floor Apricot Tower P.O Box: 238544 Dubai Silicon Oasis (DSO) Dubai United Arab Emirates Dubai 238544","AE","info@falconsurveyme.com","97143271414","100232091700003"
"115554","Clipatize Spólka z ograniczona odpowiedzialnoscia sp. k","Active","0000559610","","Siewierska 16a/14 00-360  Warsaw 02-630","PL","sayhello@clipatize.com","48531190200",""
"115555","Tamam Exhibition Services LLC","Active","541914","02/03/2020 00:00:00","Al Quoz Industrial area-3Dubai UAE  Dubai 74124","AE","nisam@tamamexhibition.com","97143475456","100053588800003"
"115556","Aroma International Building Contracting L.L.C.","Active","529366","09/23/2022 00:00:00","P.O.Box : 29736 Shk Mohamed Bin Rashid Al Maktoum Charity BuildingOffice No. 101 Dubai 29736","AE","aroma1@eim.ae","97142974558","100007881400003"
"115557","Strategy Insights Inc","Active","3350","05/27/2022 00:00:00","#225 Building 8 WB DAFZA  Dubai 54914","AE","rafiuddin.shikoh@dinarstandard.com","97142944717","100381317500003"
"115559","DISTRIBUTED BUSINESS SOLUTIONS TRADING FZE","Active","1173/A","03/29/2017 00:00:00","# 1315 Dubai Silicon Oasis SIT Tower Dubai 341455","AE","jaleen@distribolutions.com","971043886508",""
"115560","LinkedIn","Active","91129","12/09/2020 00:00:00","Wilton Plaza Wilton Place Dublin 2 Ireland  Dublin 500730","IE","ajabr@linkedin.com","35342709033",""
"115561","GartnerGulf FZ-LLC","Active","19350","08/31/2020 00:00:00","Innovation HUB Building Building 2 AFloor 2 PO Box 500391 Dubai Internet City Dubai United Arab Emirates Dubai 500391","AE","gartnergulf@gartner.com","9714559 2400","100055872400003"
"115562","FAISAL JASSIM TRADING CO. LLC.","Active","237198","03/12/2017 00:00:00","Dubai Investment Park-1  DUBAI 1871","AE","vasanth@euroclima.com","97148024000",""
"115563","Arkan Security Management Solution","Active","606663","02/11/2022 00:00:00","Arkan Security Management Solution Lagoon DP Sale Center Ras al Khor  Dubai 500388","AE","info@arkansecurity.ae","9710551193897","100053536700003"
"115564","AJEP EVENTS","Active","101689","01/27/2017 00:00:00","Mouza Humaid Salem BuildingOffice 04Burdubai Al RafaDubai Tel: 04 3930309Mobile: 0506943756Email: amir@ajeventproduction.com / amir.ajep@gmail.com Dubai 66193","AE","amir.ajep@gmail.com","971506943756",""
"115565","JUST PRINTING PRESS LLC","Active","702405","01/22/2017 00:00:00","Nr. ENOC Petrol StationUmm Suqeim Road PO BOX. 6312AL BARSHA Al Barsha 6312","AE","accounts@justprint.ae","97143411244",""
"115566","Al Abbas Interior Environment LLC.","Active","226254","10/29/2021 00:00:00","S-02A Sheikh Rashid BldgAl Maktoum Street Near Clock Tower AL ABBAS GROUPKHALID BIN WALEED ST.BUR DUBAI Dubai 42999","AE","aaiedxb@alabbas.com","97142957143","100314206200003"
"115567","Omair Al thani Luxury Transport","Active","680475","12/16/2016 00:00:00","Saraya Avenue Building Office No. B102 65th Street Al Garhoud Dubai 36366","AE","truptha@tlt.ae","971522461095",""
"115568","Awael Technologies","Active","1010339512","12/04/2019 00:00:00","Riyadh Olayya street. Behind king Fahed Library Riyadh Olayya street. Behind king Fahed Library Riyadh 295311","SA","wael@winzasolutions.com","966114654579",""
"115570","Awqaf New Zealand","Active","CC46694","06/30/2017 00:00:00","200 Kaipara Road  Auckland 201048","NZ","info@awqafnz.org","6496241636",""
"115571","CPI MEDIA GROUP FZ LLC","Active","31169","03/31/2020 00:00:00","Ground Floor 203 Building # 8 Dubai Media City Dubai Studio City Building # 3 2nd Floor Dubai 13700","AE","perleen.dsouza@cpimediagroup.com","97143755470","100326741400003"
"115572","COMTECH SOLUTIONS FZE","Active","5007036","12/19/2016 00:00:00","RAK United Arab Emirates.  RAK/Dubai 39829","AE","chintan@com-tech.co","97172078695",""
"115573","Ernst & Young Middle East (Dubai Branch)","Active","108937","04/11/2022 00:00:00","ICD Brookfield Place Ground Floor DIFC Al Mustaqbal Street Dubai 9267","AE","dubai@ae.ey.com","971047010517","100046144000003"
"115574","bullseye integrated marketing jlt","Active","JLT-66034","05/01/2021 00:00:00","Unit#1502 JBC#5 Jumeirah Lake Towers  Dubai 50188","AE","sanket@bullseye.ae","971506527057","100330612100003"
"115575","Great Place to Work","Active","17935","02/02/2018 00:00:00","Unit 102 Loft Office 2 - E Dubai Media City  Dubai 73000","AE","maha.zaatari@greatplacetowork.com","97144330494",""
"115576","RF and Sons HR Consultancy","Active","9452/2016","10/09/2017 00:00:00","Sheikh Zayed RoadAl Wasl BuildingM-15  Dubai 233394","AE","farhan@rfsonshr.com","97142281765",""
"115577","MEGA Tr. Co. LLC","Active","535214","06/23/2017 00:00:00","Showroom No.3 Al Lotus Building Salahuddin Road Deira  Dubai 99207","AE","megacatp@emirates.net.ae","97142669940",""
"115578","Clicktech Systems Owned by Jehan Ahmed Alamri One Person Company L.L.C","Active","766420","09/18/2017 00:00:00","Office No.702 Al Sharafi BuildingKhalid Bin Waleed Road Office No.702 Al Sharafi BuildingKhalid Bin Waleed Road Dubai 103503","AE","sales@sconix.net","97143590746",""
"115581","Elegant Qubes Decoration LLC","Active","714923","08/04/2021 00:00:00","Jebel Ali Industrial Area 1 Jebel Ali Industrial Area 1 Dubai 211948","AE","info@elegantqubes.com","971045511945","100319807200003"
"115583","EVENTSMANIA EVENTS","Active","711577","07/07/2022 00:00:00","Business bay Burlington tower Office 304  Dubai 30710","AE","ziad@theeventsmania.com","971556184424","100508740600003"
"115584","FRENCH BUSINESS COUNCIL","Active","BC239716","05/11/2022 00:00:00","Behind George Pompidou SchoolPO Box 25775 Oud Metha  Dubai 25775","AE","fbc@fbcdubai.com","971043126700","100376038400003"
"115585","Media Factory Advertising LLC","Active","735912","06/06/2022 00:00:00","Warehouse 9 Interchange No. 3 Sheikh Zayed Road Dubai Near LED World Al Quoz Dubai 4243","AE","hubais@mediafactory.ae","971509906462",""
"115586","MERMAID DIGITAL PRINTING","Active","569397","05/21/2017 00:00:00","MERMAID DIGITAL PRINTING LLC AL QOUZ INDUSTRIAL AREA 4 DUBAI 37895","AE","waseem.gaffar@mermaiddigital.com","97143711400",""
"115587","Uniflora LLC","Active","724605","01/11/2022 00:00:00","Al Quoz  Dubai 3151","AE","info@uniflora.ae","971432166545","100209979200003"
"115591","HELENE MATHIEU LEGAL CONSULTANTS","Active","503767","02/06/2022 00:00:00","Office 2103 Ontario Tower Al Aamal Street Business Bay  Dubai 28845","AE","helene@hmlc.ae","971506326165","100320531500003"
"115593","City Star Employment Survices","Active","692850","07/24/2017 00:00:00","Al Masraf TowerSuite 2008 Baniyas Street Deira P.O Box 89035 Dubai UAE  Dubai 89035","AE","info@citystars.ae","971042277444",""
"115594","3B United Advertising LLC","Active","541526","01/24/2022 00:00:00","Greentower 1101  Riggat Al Buteen 86241","AE","info@3bunitedgroup.com","97145481790","100019374600003"
"115595","FAROOK INTERNATIONAL STATIONERY","Active","2493","06/29/2017 00:00:00","DAFZA  Dubai 2987","AE","syed@farook.ae","971042954223",""
"115596","World Security","Active","611411","05/20/2022 00:00:00","Dubai Maritime CityBlock B World Security Dubai Maritime City Block B PO 18668 Dubai 18668","AE","ws.commercial@worldsecurity.ae","971566845666","100056021700003"
"115597","Al Marafi Electrical & Mechanical Supplies - LLC","Active","CN-1058740","01/13/2021 00:00:00","PO BOX: 38465 ABU DHABI U.A.E.  ABU DHABI 38465","AE","sudhisam@almarafime.com","971026225600","100069331500003"
"115598","Mawared for Recruitment","Active","753161","02/24/2017 00:00:00","BAR DUBAI KRAMA YAMAMA BUILDING OFFICE NO 208  DUBAI 46744","AE","mawared@obaidgroup.com","971438055996",""
"115599","Orient Insurance PJSC","Active","207200","09/18/2022 00:00:00","Orient Building Al Badia Business Park Dubai Festival City Dubai 27966","AE","Rany.Abdelkarim@alfuttaim.com","97142531445","100069559100003"
